cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,population,habitat,class
f,y,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
k,y,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
x,f,w,f,f,w,p,e,?,k,s,w,w,p,w,t,p,n,g,e
x,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
x,f,g,f,f,w,p,e,?,s,k,w,w,p,w,t,p,n,g,e
f,y,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
k,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
k,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
k,f,w,f,f,w,p,e,?,s,k,w,w,p,w,t,p,n,g,e
k,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,p,p
k,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
k,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
x,s,n,f,a,c,n,e,?,s,s,o,o,p,o,o,p,v,l,e
x,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
k,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
k,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,d,p
k,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
k,y,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
x,s,g,f,f,w,p,e,?,s,k,w,w,p,w,t,p,n,g,e
k,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
k,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
k,y,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
k,s,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
k,y,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,p,p
k,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
k,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
b,f,g,f,f,w,p,e,?,s,k,w,w,p,w,t,p,s,g,e
x,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
k,s,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,p,p
b,s,n,f,a,c,o,e,?,s,s,o,o,p,n,o,p,v,l,e
f,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
k,y,c,f,a,c,w,e,c,k,y,c,c,p,w,n,n,c,d,p
x,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
k,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
k,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,d,p
k,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,p,p
x,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
k,y,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
x,f,g,f,f,w,g,e,?,k,k,w,w,p,w,t,p,s,g,e
x,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,d,p
b,f,g,f,f,w,w,e,?,s,s,w,w,p,w,t,p,s,g,e
f,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
k,f,g,f,f,w,p,e,?,k,s,w,w,p,w,t,p,s,g,e
b,s,n,f,a,c,y,e,?,s,s,o,o,p,n,o,p,c,l,e
f,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,f,w,f,f,w,g,e,?,s,k,w,w,p,w,t,p,n,g,e
f,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
k,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
f,s,n,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,d,p
x,s,n,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
k,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,l,p
x,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,p,p
f,y,e,f,f,c,b,t,?,s,k,w,w,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
f,y,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,y,e,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,l,p
x,y,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,s,e,f,f,c,b,t,?,k,s,p,w,p,w,o,e,v,l,p
f,s,e,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
x,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,k,w,w,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,s,s,w,w,p,w,o,e,v,p,p
f,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,p,p
k,s,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,l,p
f,s,n,f,f,c,b,t,?,k,k,p,w,p,w,o,e,v,d,p
f,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
f,s,e,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
f,y,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
x,s,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,p,p
k,y,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,p,p
x,y,e,f,f,c,b,t,?,k,k,w,p,p,w,o,e,v,d,p
x,s,e,f,f,c,b,t,?,s,s,w,p,p,w,o,e,v,l,p
